"From","To","Alt Text","Real Dimensions (WxH)","Dimensions in Attributes (WxH)","Display Dimensions (WxH)","Potential Savings","Path Type","Link Path","Link Position","Link Origin","Size","Transferred"
"https://www.txsparks.com/category/blogs/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-youtube-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[2]/a/img","Footer","HTML","519","519"
"https://www.txsparks.com/category/blogs/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-instagram-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[3]/a/img","Footer","HTML","976","976"
"https://www.txsparks.com/category/blogs/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-linkedin-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[4]/a/img","Footer","HTML","497","497"
"https://www.txsparks.com/category/blogs/","https://www.txsparks.com/wp-content/uploads/2025/10/txsparks-whatsapp-1.png","","","16x16","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[5]/a/img","Footer","HTML","1618","1618"
"https://www.txsparks.com/category/blogs/","https://www.txsparks.com/wp-content/uploads/2024/11/crafted-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='footer-copyright-main']/div/div/h3/img","Footer","HTML","2468","2468"
"https://www.txsparks.com/category/blogs/","https://www.txsparks.com/wp-content/uploads/2024/10/47-img.svg","Crafted with love by 47","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='footer-copyright-main']/div/div/h3/a/img","Footer","HTML","4194","4194"
"https://www.txsparks.com/category/blogs/featured-blog/","https://www.txsparks.com/wp-content/uploads/2024/09/site-logo.svg","Welcome to TX SPARKS","","209x45","","","Absolute","//body/div[@id='page-container']/header/div/div[@class='logo_container']/a/img","Header","HTML","9058","9058"
"https://www.txsparks.com/category/blogs/featured-blog/","https://superconstruct.io/wp-content/uploads/2025/08/txsparks-search.svg","Search Icon","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-search-box']/form/button/img","Header","HTML","526","526"
"https://www.txsparks.com/category/blogs/featured-blog/","https://www.txsparks.com/wp-content/uploads/2024/10/header-phone-icon-new.svg","Call TX Sparks at 469-598-2558","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-phone-number']/div/div/div[@class='header-phone-section-left']/a/img","Header","HTML","621","621"
"https://www.txsparks.com/category/blogs/featured-blog/","https://www.txsparks.com/wp-content/uploads/2024/10/facebook-menu.svg","Facebook","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-menu-sidebar']/div/div[@id='full-screen-menu']/div[2]/div[2]/div[@class='social-media-links']/a[1]/img","Header","HTML","449","449"
"https://www.txsparks.com/category/blogs/featured-blog/","https://www.txsparks.com/wp-content/uploads/2024/10/instagram-menu.svg","Instagram","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-menu-sidebar']/div/div[@id='full-screen-menu']/div[2]/div[2]/div[@class='social-media-links']/a[2]/img","Header","HTML","948","948"
"https://www.txsparks.com/category/blogs/featured-blog/","https://www.txsparks.com/wp-content/uploads/2024/10/youtube-menu.svg","YouTube","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-menu-sidebar']/div/div[@id='full-screen-menu']/div[2]/div[2]/div[@class='social-media-links']/a[3]/img","Header","HTML","549","549"
"https://www.txsparks.com/category/blogs/featured-blog/","https://www.txsparks.com/wp-content/uploads/2024/10/linkedin-menu.svg","LinkedIn","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-menu-sidebar']/div/div[@id='full-screen-menu']/div[2]/div[2]/div[@class='social-media-links']/a[4]/img","Header","HTML","591","591"
"https://www.txsparks.com/category/blogs/featured-blog/","https://www.txsparks.com/wp-content/uploads/2025/10/txsparks-whatsapp-1.png","WhatsApp","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-menu-sidebar']/div/div[@id='full-screen-menu']/div[2]/div[2]/div[@class='social-media-links']/a[5]/img","Header","HTML","1618","1618"
"https://www.txsparks.com/category/blogs/featured-blog/","https://www.txsparks.com/wp-content/uploads/2026/04/ways_to_make_a-commercial_f.webp","9 Ways to make a commercial construction project bankable in Texas","","1080x675","","","Absolute","//body/div[@id='page-container']/div/div/div/div/div[@id='left-area']/article/a/img","Content","HTML","45480","45480"
"https://www.txsparks.com/category/blogs/featured-blog/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-footer-logo.svg","TX Sparks Construction and Realty","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[2]/div/div/a/img","Footer","HTML","9135","9135"
"https://www.txsparks.com/category/blogs/featured-blog/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-facebook-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[1]/a/img","Footer","HTML","508","508"
"https://www.txsparks.com/category/blogs/featured-blog/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-youtube-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[2]/a/img","Footer","HTML","519","519"
"https://www.txsparks.com/category/blogs/featured-blog/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-instagram-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[3]/a/img","Footer","HTML","976","976"
"https://www.txsparks.com/category/blogs/featured-blog/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-linkedin-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[4]/a/img","Footer","HTML","497","497"
"https://www.txsparks.com/category/blogs/featured-blog/","https://www.txsparks.com/wp-content/uploads/2025/10/txsparks-whatsapp-1.png","","","16x16","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[5]/a/img","Footer","HTML","1618","1618"
"https://www.txsparks.com/category/blogs/featured-blog/","https://www.txsparks.com/wp-content/uploads/2024/11/crafted-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='footer-copyright-main']/div/div/h3/img","Footer","HTML","2468","2468"
"https://www.txsparks.com/category/blogs/featured-blog/","https://www.txsparks.com/wp-content/uploads/2024/10/47-img.svg","Crafted with love by 47","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='footer-copyright-main']/div/div/h3/a/img","Footer","HTML","4194","4194"
"https://www.txsparks.com/contact-us/","https://www.txsparks.com/wp-content/uploads/2024/09/site-logo.svg","Welcome to TX SPARKS","","209x45","","","Absolute","//body/div[@id='page-container']/header/div/div[@class='logo_container']/a/img","Header","HTML","9058","9058"
"https://www.txsparks.com/contact-us/","https://superconstruct.io/wp-content/uploads/2025/08/txsparks-search.svg","Search Icon","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-search-box']/form/button/img","Header","HTML","526","526"
"https://www.txsparks.com/contact-us/","https://www.txsparks.com/wp-content/uploads/2024/10/header-phone-icon-new.svg","Call TX Sparks at 469-598-2558","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-phone-number']/div/div/div[@class='header-phone-section-left']/a/img","Header","HTML","621","621"
"https://www.txsparks.com/contact-us/","https://www.txsparks.com/wp-content/uploads/2024/10/facebook-menu.svg","Facebook","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-menu-sidebar']/div/div[@id='full-screen-menu']/div[2]/div[2]/div[@class='social-media-links']/a[1]/img","Header","HTML","449","449"
"https://www.txsparks.com/contact-us/","https://www.txsparks.com/wp-content/uploads/2024/10/instagram-menu.svg","Instagram","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-menu-sidebar']/div/div[@id='full-screen-menu']/div[2]/div[2]/div[@class='social-media-links']/a[2]/img","Header","HTML","948","948"
"https://www.txsparks.com/contact-us/","https://www.txsparks.com/wp-content/uploads/2024/10/youtube-menu.svg","YouTube","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-menu-sidebar']/div/div[@id='full-screen-menu']/div[2]/div[2]/div[@class='social-media-links']/a[3]/img","Header","HTML","549","549"
"https://www.txsparks.com/contact-us/","https://www.txsparks.com/wp-content/uploads/2024/10/linkedin-menu.svg","LinkedIn","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-menu-sidebar']/div/div[@id='full-screen-menu']/div[2]/div[2]/div[@class='social-media-links']/a[4]/img","Header","HTML","591","591"
"https://www.txsparks.com/contact-us/","https://www.txsparks.com/wp-content/uploads/2025/10/txsparks-whatsapp-1.png","WhatsApp","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-menu-sidebar']/div/div[@id='full-screen-menu']/div[2]/div[2]/div[@class='social-media-links']/a[5]/img","Header","HTML","1618","1618"
"https://www.txsparks.com/contact-us/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-footer-logo.svg","TX Sparks Construction and Realty","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[2]/div/div/a/img","Footer","HTML","9135","9135"
"https://www.txsparks.com/contact-us/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-facebook-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[1]/a/img","Footer","HTML","508","508"
"https://www.txsparks.com/contact-us/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-youtube-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[2]/a/img","Footer","HTML","519","519"
"https://www.txsparks.com/contact-us/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-instagram-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[3]/a/img","Footer","HTML","976","976"
"https://www.txsparks.com/contact-us/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-linkedin-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[4]/a/img","Footer","HTML","497","497"
"https://www.txsparks.com/contact-us/","https://www.txsparks.com/wp-content/uploads/2025/10/txsparks-whatsapp-1.png","","","16x16","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[5]/a/img","Footer","HTML","1618","1618"
"https://www.txsparks.com/contact-us/","https://www.txsparks.com/wp-content/uploads/2024/11/crafted-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='footer-copyright-main']/div/div/h3/img","Footer","HTML","2468","2468"
"https://www.txsparks.com/contact-us/","https://www.txsparks.com/wp-content/uploads/2024/10/47-img.svg","Crafted with love by 47","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='footer-copyright-main']/div/div/h3/a/img","Footer","HTML","4194","4194"
"https://www.txsparks.com/industries/","https://www.txsparks.com/wp-content/uploads/2024/09/site-logo.svg","Welcome to TX SPARKS","","209x45","","","Absolute","//body/div[@id='page-container']/header/div/div[@class='logo_container']/a/img","Header","HTML","9058","9058"
"https://www.txsparks.com/industries/","https://superconstruct.io/wp-content/uploads/2025/08/txsparks-search.svg","Search Icon","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-search-box']/form/button/img","Header","HTML","526","526"
"https://www.txsparks.com/industries/","https://www.txsparks.com/wp-content/uploads/2024/10/header-phone-icon-new.svg","Call TX Sparks at 469-598-2558","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-phone-number']/div/div/div[@class='header-phone-section-left']/a/img","Header","HTML","621","621"
"https://www.txsparks.com/industries/","https://www.txsparks.com/wp-content/uploads/2024/10/facebook-menu.svg","Facebook","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-menu-sidebar']/div/div[@id='full-screen-menu']/div[2]/div[2]/div[@class='social-media-links']/a[1]/img","Header","HTML","449","449"
"https://www.txsparks.com/industries/","https://www.txsparks.com/wp-content/uploads/2024/10/instagram-menu.svg","Instagram","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-menu-sidebar']/div/div[@id='full-screen-menu']/div[2]/div[2]/div[@class='social-media-links']/a[2]/img","Header","HTML","948","948"
"https://www.txsparks.com/industries/","https://www.txsparks.com/wp-content/uploads/2024/10/youtube-menu.svg","YouTube","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-menu-sidebar']/div/div[@id='full-screen-menu']/div[2]/div[2]/div[@class='social-media-links']/a[3]/img","Header","HTML","549","549"
"https://www.txsparks.com/industries/","https://www.txsparks.com/wp-content/uploads/2024/10/linkedin-menu.svg","LinkedIn","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-menu-sidebar']/div/div[@id='full-screen-menu']/div[2]/div[2]/div[@class='social-media-links']/a[4]/img","Header","HTML","591","591"
"https://www.txsparks.com/industries/","https://www.txsparks.com/wp-content/uploads/2025/10/txsparks-whatsapp-1.png","WhatsApp","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-menu-sidebar']/div/div[@id='full-screen-menu']/div[2]/div[2]/div[@class='social-media-links']/a[5]/img","Header","HTML","1618","1618"
"https://www.txsparks.com/industries/","https://www.txsparks.com/wp-content/uploads/2024/10/Commercial-Construction-1.webp","","","406x453","","","Absolute","//body/div[@id='page-container']/div/div/div/div[2]/div[@class='custom-post'][1]/div[@class='custom-post-img']/div/img","Content","HTML","",""
"https://www.txsparks.com/industries/","https://www.txsparks.com/wp-content/uploads/2024/10/Residential-Construction-1.webp","","","406x453","","","Absolute","//body/div[@id='page-container']/div/div/div/div[2]/div[@class='custom-post'][2]/div[@class='custom-post-img']/div/img","Content","HTML","",""
"https://www.txsparks.com/industries/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-footer-logo.svg","TX Sparks Construction and Realty","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[2]/div/div/a/img","Footer","HTML","9135","9135"
"https://www.txsparks.com/industries/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-facebook-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[1]/a/img","Footer","HTML","508","508"
"https://www.txsparks.com/industries/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-youtube-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[2]/a/img","Footer","HTML","519","519"
"https://www.txsparks.com/industries/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-instagram-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[3]/a/img","Footer","HTML","976","976"
"https://www.txsparks.com/industries/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-linkedin-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[4]/a/img","Footer","HTML","497","497"
"https://www.txsparks.com/industries/","https://www.txsparks.com/wp-content/uploads/2025/10/txsparks-whatsapp-1.png","","","16x16","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[5]/a/img","Footer","HTML","1618","1618"
"https://www.txsparks.com/industries/","https://www.txsparks.com/wp-content/uploads/2024/11/crafted-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='footer-copyright-main']/div/div/h3/img","Footer","HTML","2468","2468"
"https://www.txsparks.com/industries/","https://www.txsparks.com/wp-content/uploads/2024/10/47-img.svg","Crafted with love by 47","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='footer-copyright-main']/div/div/h3/a/img","Footer","HTML","4194","4194"
"https://www.txsparks.com/industries/commercial-construction/","https://www.txsparks.com/wp-content/uploads/2024/09/site-logo.svg","Welcome to TX SPARKS","","209x45","","","Absolute","//body/div[@id='page-container']/header/div/div[@class='logo_container']/a/img","Header","HTML","9058","9058"
"https://www.txsparks.com/industries/commercial-construction/","https://superconstruct.io/wp-content/uploads/2025/08/txsparks-search.svg","Search Icon","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-search-box']/form/button/img","Header","HTML","526","526"
"https://www.txsparks.com/industries/commercial-construction/","https://www.txsparks.com/wp-content/uploads/2024/10/header-phone-icon-new.svg","Call TX Sparks at 469-598-2558","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-phone-number']/div/div/div[@class='header-phone-section-left']/a/img","Header","HTML","621","621"
"https://www.txsparks.com/industries/commercial-construction/","https://www.txsparks.com/wp-content/uploads/2024/10/facebook-menu.svg","Facebook","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-menu-sidebar']/div/div[@id='full-screen-menu']/div[2]/div[2]/div[@class='social-media-links']/a[1]/img","Header","HTML","449","449"
"https://www.txsparks.com/industries/commercial-construction/","https://www.txsparks.com/wp-content/uploads/2024/10/instagram-menu.svg","Instagram","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-menu-sidebar']/div/div[@id='full-screen-menu']/div[2]/div[2]/div[@class='social-media-links']/a[2]/img","Header","HTML","948","948"
"https://www.txsparks.com/industries/commercial-construction/","https://www.txsparks.com/wp-content/uploads/2024/10/youtube-menu.svg","YouTube","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-menu-sidebar']/div/div[@id='full-screen-menu']/div[2]/div[2]/div[@class='social-media-links']/a[3]/img","Header","HTML","549","549"
"https://www.txsparks.com/industries/commercial-construction/","https://www.txsparks.com/wp-content/uploads/2024/10/linkedin-menu.svg","LinkedIn","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-menu-sidebar']/div/div[@id='full-screen-menu']/div[2]/div[2]/div[@class='social-media-links']/a[4]/img","Header","HTML","591","591"
"https://www.txsparks.com/industries/commercial-construction/","https://www.txsparks.com/wp-content/uploads/2025/10/txsparks-whatsapp-1.png","WhatsApp","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-menu-sidebar']/div/div[@id='full-screen-menu']/div[2]/div[2]/div[@class='social-media-links']/a[5]/img","Header","HTML","1618","1618"
"https://www.txsparks.com/industries/commercial-construction/","https://www.txsparks.com/wp-content/uploads/2024/11/Commercial-Construction-one.jpg","commercial construction services in texas - Txsparks","","","","","Absolute","//body/div[@id='page-container']/div/div/div/article/div/div/div/div[1]/div/div[2]/div/div/img","Content","HTML","30623","30623"
"https://www.txsparks.com/industries/commercial-construction/","https://www.txsparks.com/wp-content/uploads/2024/11/Commercial-Construction-two.jpg","texas commercial construction management services in texas - txsparks","","","","","Absolute","//body/div[@id='page-container']/div/div/div/article/div/div/div/div[3]/div/div[1]/div/div/p/img","Content","HTML","21400","21400"
"https://www.txsparks.com/industries/commercial-construction/","https://www.txsparks.com/wp-content/uploads/2024/11/Commercial-Construction-Three.jpg","Examples of Our Work","","","","","Absolute","//body/div[@id='page-container']/div/div/div/article/div/div/div/div[4]/div/div[2]/div/div/img","Content","HTML","29353","29353"
"https://www.txsparks.com/industries/commercial-construction/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-footer-logo.svg","TX Sparks Construction and Realty","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[2]/div/div/a/img","Footer","HTML","9135","9135"
"https://www.txsparks.com/industries/commercial-construction/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-facebook-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[1]/a/img","Footer","HTML","508","508"
"https://www.txsparks.com/industries/commercial-construction/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-youtube-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[2]/a/img","Footer","HTML","519","519"
"https://www.txsparks.com/industries/commercial-construction/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-instagram-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[3]/a/img","Footer","HTML","976","976"
"https://www.txsparks.com/industries/commercial-construction/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-linkedin-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[4]/a/img","Footer","HTML","497","497"
"https://www.txsparks.com/industries/commercial-construction/","https://www.txsparks.com/wp-content/uploads/2025/10/txsparks-whatsapp-1.png","","","16x16","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[5]/a/img","Footer","HTML","1618","1618"
"https://www.txsparks.com/industries/commercial-construction/","https://www.txsparks.com/wp-content/uploads/2024/11/crafted-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='footer-copyright-main']/div/div/h3/img","Footer","HTML","2468","2468"
"https://www.txsparks.com/industries/commercial-construction/","https://www.txsparks.com/wp-content/uploads/2024/10/47-img.svg","Crafted with love by 47","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='footer-copyright-main']/div/div/h3/a/img","Footer","HTML","4194","4194"
"https://www.txsparks.com/industries/residential-construction/","https://www.txsparks.com/wp-content/uploads/2024/09/site-logo.svg","Welcome to TX SPARKS","","209x45","","","Absolute","//body/div[@id='page-container']/header/div/div[@class='logo_container']/a/img","Header","HTML","9058","9058"
"https://www.txsparks.com/industries/residential-construction/","https://superconstruct.io/wp-content/uploads/2025/08/txsparks-search.svg","Search Icon","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-search-box']/form/button/img","Header","HTML","526","526"
"https://www.txsparks.com/industries/residential-construction/","https://www.txsparks.com/wp-content/uploads/2024/10/header-phone-icon-new.svg","Call TX Sparks at 469-598-2558","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-phone-number']/div/div/div[@class='header-phone-section-left']/a/img","Header","HTML","621","621"
"https://www.txsparks.com/industries/residential-construction/","https://www.txsparks.com/wp-content/uploads/2024/10/facebook-menu.svg","Facebook","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-menu-sidebar']/div/div[@id='full-screen-menu']/div[2]/div[2]/div[@class='social-media-links']/a[1]/img","Header","HTML","449","449"
"https://www.txsparks.com/industries/residential-construction/","https://www.txsparks.com/wp-content/uploads/2024/10/instagram-menu.svg","Instagram","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-menu-sidebar']/div/div[@id='full-screen-menu']/div[2]/div[2]/div[@class='social-media-links']/a[2]/img","Header","HTML","948","948"
"https://www.txsparks.com/industries/residential-construction/","https://www.txsparks.com/wp-content/uploads/2024/10/youtube-menu.svg","YouTube","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-menu-sidebar']/div/div[@id='full-screen-menu']/div[2]/div[2]/div[@class='social-media-links']/a[3]/img","Header","HTML","549","549"
"https://www.txsparks.com/industries/residential-construction/","https://www.txsparks.com/wp-content/uploads/2024/10/linkedin-menu.svg","LinkedIn","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-menu-sidebar']/div/div[@id='full-screen-menu']/div[2]/div[2]/div[@class='social-media-links']/a[4]/img","Header","HTML","591","591"
"https://www.txsparks.com/industries/residential-construction/","https://www.txsparks.com/wp-content/uploads/2025/10/txsparks-whatsapp-1.png","WhatsApp","","","","","Absolute","//body/div[@id='page-container']/header/div/div[3]/div[@class='header-menu-sidebar']/div/div[@id='full-screen-menu']/div[2]/div[2]/div[@class='social-media-links']/a[5]/img","Header","HTML","1618","1618"
"https://www.txsparks.com/industries/residential-construction/","https://www.txsparks.com/wp-content/uploads/2024/11/Residencial-Construction-One.jpg","residential construction management services in texas - txsparks","","","","","Absolute","//body/div[@id='page-container']/div/div/div/article/div/div/div/div[1]/div/div[2]/div/div/img","Content","HTML","42024","42024"
"https://www.txsparks.com/industries/residential-construction/","https://www.txsparks.com/wp-content/uploads/2024/11/Residencial-Construction-Two.jpg","residential construction services in texas - txsparks","","","","","Absolute","//body/div[@id='page-container']/div/div/div/article/div/div/div/div[3]/div/div[1]/div/div/p/img","Content","HTML","27967","27967"
"https://www.txsparks.com/industries/residential-construction/","https://www.txsparks.com/wp-content/uploads/2024/11/Residencial-Construction-Three.jpg","Examples of Our Work","","","","","Absolute","//body/div[@id='page-container']/div/div/div/article/div/div/div/div[4]/div/div[2]/div/div/img","Content","HTML","25857","25857"
"https://www.txsparks.com/industries/residential-construction/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-footer-logo.svg","TX Sparks Construction and Realty","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[2]/div/div/a/img","Footer","HTML","9135","9135"
"https://www.txsparks.com/industries/residential-construction/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-facebook-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[1]/a/img","Footer","HTML","508","508"
"https://www.txsparks.com/industries/residential-construction/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-youtube-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[2]/a/img","Footer","HTML","519","519"
"https://www.txsparks.com/industries/residential-construction/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-instagram-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[3]/a/img","Footer","HTML","976","976"
"https://www.txsparks.com/industries/residential-construction/","https://www.txsparks.com/wp-content/uploads/2024/09/sparks-linkedin-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[4]/a/img","Footer","HTML","497","497"
"https://www.txsparks.com/industries/residential-construction/","https://www.txsparks.com/wp-content/uploads/2025/10/txsparks-whatsapp-1.png","","","16x16","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='container']/div/div[@class='footer-widget'][4]/div[@id='text-2']/div/div/ul/li[5]/a/img","Footer","HTML","1618","1618"
"https://www.txsparks.com/industries/residential-construction/","https://www.txsparks.com/wp-content/uploads/2024/11/crafted-img.svg","","","","","","Absolute","//body/div[@id='page-container']/div/footer/div[@class='footer-copyright-main']/div/div/h3/img","Footer","HTML","2468","2468"
